rep_var,replicate,mean_interaction,mean_int_strength,interaction_number,sum_int_strength,sample_ID
DLPS_Tmp_25_28_Nut0.35,2,0.2659215689206967,0.6032993609672345,4,62.743133540592375,DLPS_Tmp_25_28_Nut0.35_2
DLPS_Tmp_25_28_Nut0.35,3,0.2954008275315441,0.6782760851200492,4,70.54071285248511,DLPS_Tmp_25_28_Nut0.35_3
DLPS_Tmp_25_28_Nut0.75,1,0.7856507736636245,1.0641866010663315,2,55.33770325544924,DLPS_Tmp_25_28_Nut0.75_1
DLPS_Tmp_25_28_Nut0.75,2,0.7383931551734476,1.0139485551128806,2,52.725324865869794,DLPS_Tmp_25_28_Nut0.75_2
DLPS_Tmp_25_28_Nut0.75,3,0.9135951864032195,1.215250403246967,2,63.1930209688423,DLPS_Tmp_25_28_Nut0.75_3
DLS_Tmp_18_21_Nut0.35,1,0.6615634596606452,0.8642239888168012,1,22.469823709236834,DLS_Tmp_18_21_Nut0.35_1
DLS_Tmp_18_21_Nut0.35,2,0.7371662919192031,0.8223478848131042,1,21.38104500514071,DLS_Tmp_18_21_Nut0.35_2
DLS_Tmp_18_21_Nut0.35,3,0.846923428430107,0.9289816824959912,1,24.15352374489577,DLS_Tmp_18_21_Nut0.35_3
DLS_Tmp_22_25_Nut0.01,1,0.2594955049637141,0.5044067787071639,1,13.114576246386259,DLS_Tmp_22_25_Nut0.01_1
DLS_Tmp_22_25_Nut0.01,2,0.210926935090829,0.4517037465082861,1,11.744297409215443,DLS_Tmp_22_25_Nut0.01_2
DLS_Tmp_22_25_Nut0.01,3,0.4184545113299168,0.4184545113299168,1,10.879817294577839,DLS_Tmp_22_25_Nut0.01_3
DLS_Tmp_22_25_Nut0.35,1,-0.21979726475213326,1.6046046216566014,1,41.719720163071635,DLS_Tmp_22_25_Nut0.35_1
DLS_Tmp_22_25_Nut0.35,2,0.18025372815005505,1.35377882928843,1,35.19824956149918,DLS_Tmp_22_25_Nut0.35_2
DLS_Tmp_22_25_Nut0.35,3,0.24256896264596703,1.302556654856905,1,33.86647302627953,DLS_Tmp_22_25_Nut0.35_3
DLS_Tmp_25_28_Nut0.35,1,0.5220739067856071,0.7021592425242124,2,36.512280611259044,DLS_Tmp_25_28_Nut0.35_1
DLS_Tmp_25_28_Nut0.35,2,0.46317341919913163,0.7807532395655464,2,40.599168457408425,DLS_Tmp_25_28_Nut0.35_2
DLS_Tmp_25_28_Nut0.35,3,0.5785905862842552,0.8913117884074581,2,46.34821299718782,DLS_Tmp_25_28_Nut0.35_3
DL_Tmp_22_25_Nut0.35,1,0.5188427125443444,1.1456579281523747,1,29.787106131961743,DL_Tmp_22_25_Nut0.35_1
DL_Tmp_22_25_Nut0.35,2,0.39794047035853136,1.2407982839392313,1,32.26075538242001,DL_Tmp_22_25_Nut0.35_2
DL_Tmp_22_25_Nut0.35,3,0.18152943615442427,0.9821233641156882,1,25.535207467007897,DL_Tmp_22_25_Nut0.35_3
LPS_Tmp_22_25_Nut0.75,1,0.12975192150663972,0.551136778428801,2,28.65911247829765,LPS_Tmp_22_25_Nut0.75_1
LPS_Tmp_22_25_Nut0.75,2,0.03477029835716199,0.5246468880461396,2,27.281638178399245,LPS_Tmp_22_25_Nut0.75_2
LPS_Tmp_22_25_Nut0.75,3,0.1723980426743891,0.5524297232852142,2,28.726345610831142,LPS_Tmp_22_25_Nut0.75_3
LPS_Tmp_25_28_Nut0.01,1,-0.23127619774468602,0.8797181625841471,1,22.872672227187824,LPS_Tmp_25_28_Nut0.01_1
LPS_Tmp_25_28_Nut0.01,2,-1.3413690756289027,1.8765807984970977,1,48.79110076092454,LPS_Tmp_25_28_Nut0.01_2
LPS_Tmp_25_28_Nut0.01,3,-0.5398465853324761,1.6700454462902603,1,43.42118160354678,LPS_Tmp_25_28_Nut0.01_3
LP_Tmp_18_21_Nut0.75,1,0.7097691189072812,0.8084271209549048,1,21.019105144827524,LP_Tmp_18_21_Nut0.75_1
LP_Tmp_18_21_Nut0.75,2,0.5765417777476226,0.7340106325722516,1,19.084276446878544,LP_Tmp_18_21_Nut0.75_2
LP_Tmp_18_21_Nut0.75,3,0.8113235054661241,0.923959639240546,1,24.022950620254203,LP_Tmp_18_21_Nut0.75_3
