"","time","treatment","temperature","nutrients","dissimilarity","divergence","species","composition","richness"
"7951",58,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7952",58,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7953",58,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7954",58,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7955",58,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7956",58,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7957",59,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7958",59,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7959",59,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7960",59,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7961",59,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7962",59,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7963",59,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7964",59,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7965",59,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Loxocephalus_Spirostomum","CLS",3
"7966",1,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7967",1,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7968",1,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7969",1,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7970",1,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7971",1,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7972",1,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7973",1,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7974",1,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7975",2,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7976",2,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7977",2,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7978",2,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7979",2,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7980",2,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7981",2,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7982",2,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7983",2,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7984",3,"Tmp_18_21_Nut0.01",18,0.01,1.04505808844971,0.615353399384455,"Colpidium_Paramecium_Spirostomum","CPS",3
"7985",3,"Tmp_18_21_Nut0.35",18,0.35,1.01890258381855,0.182728067231945,"Colpidium_Paramecium_Spirostomum","CPS",3
"7986",3,"Tmp_18_21_Nut0.75",18,0.75,1.00794784264087,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"7987",3,"Tmp_22_25_Nut0.01",22,0.01,1.09784783122872,0.00800554243409014,"Colpidium_Paramecium_Spirostomum","CPS",3
"7988",3,"Tmp_22_25_Nut0.35",22,0.35,1.01624855953718,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"7989",3,"Tmp_22_25_Nut0.75",22,0.75,1.0392821075173,0.124779772729668,"Colpidium_Paramecium_Spirostomum","CPS",3
"7990",3,"Tmp_25_28_Nut0.01",25,0.01,1.12860745413329,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"7991",3,"Tmp_25_28_Nut0.35",25,0.35,1.16538086184455,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"7992",3,"Tmp_25_28_Nut0.75",25,0.75,1.16771298344492,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"7993",4,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7994",4,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7995",4,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7996",4,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7997",4,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7998",4,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"7999",4,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8000",4,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8001",4,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8002",5,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8003",5,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8004",5,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8005",5,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8006",5,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8007",5,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8008",5,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8009",5,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8010",5,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8011",6,"Tmp_18_21_Nut0.01",21,0.01,1.05745431242317,0.00700459723224828,"Colpidium_Paramecium_Spirostomum","CPS",3
"8012",6,"Tmp_18_21_Nut0.35",21,0.35,1.00113948707524,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8013",6,"Tmp_18_21_Nut0.75",21,0.75,1.03305551554945,0.303618224881367,"Colpidium_Paramecium_Spirostomum","CPS",3
"8014",6,"Tmp_22_25_Nut0.01",25,0.01,1.12860745413329,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8015",6,"Tmp_22_25_Nut0.35",25,0.35,1.16538086184455,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8016",6,"Tmp_22_25_Nut0.75",25,0.75,1.16771298344492,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8017",6,"Tmp_25_28_Nut0.01",28,0.01,1.32369916945899,0.193325346213986,"Colpidium_Paramecium_Spirostomum","CPS",3
"8018",6,"Tmp_25_28_Nut0.35",28,0.35,1.5428374096363,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8019",6,"Tmp_25_28_Nut0.75",28,0.75,1.81335071818294,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8020",7,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8021",7,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8022",7,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8023",7,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8024",7,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8025",7,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8026",7,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8027",7,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8028",7,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8029",8,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8030",8,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8031",8,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8032",8,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8033",8,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8034",8,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8035",8,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8036",8,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8037",8,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8038",9,"Tmp_18_21_Nut0.01",18,0.01,1.04505808844971,0.615353399384455,"Colpidium_Paramecium_Spirostomum","CPS",3
"8039",9,"Tmp_18_21_Nut0.35",18,0.35,1.01890258381855,0.182728067231945,"Colpidium_Paramecium_Spirostomum","CPS",3
"8040",9,"Tmp_18_21_Nut0.75",18,0.75,1.00794784264087,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8041",9,"Tmp_22_25_Nut0.01",22,0.01,1.09784783122872,0.00800554243409014,"Colpidium_Paramecium_Spirostomum","CPS",3
"8042",9,"Tmp_22_25_Nut0.35",22,0.35,1.01624855953718,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8043",9,"Tmp_22_25_Nut0.75",22,0.75,1.0392821075173,0.124779772729668,"Colpidium_Paramecium_Spirostomum","CPS",3
"8044",9,"Tmp_25_28_Nut0.01",25,0.01,1.12860745413329,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8045",9,"Tmp_25_28_Nut0.35",25,0.35,1.16538086184455,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8046",9,"Tmp_25_28_Nut0.75",25,0.75,1.16771298344492,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8047",10,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8048",10,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8049",10,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8050",10,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8051",10,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8052",10,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8053",10,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8054",10,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8055",10,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8056",11,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8057",11,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8058",11,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8059",11,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8060",11,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8061",11,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8062",11,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8063",11,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8064",11,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8065",12,"Tmp_18_21_Nut0.01",21,0.01,1.05745431242317,0.00700459723224828,"Colpidium_Paramecium_Spirostomum","CPS",3
"8066",12,"Tmp_18_21_Nut0.35",21,0.35,1.00113948707524,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8067",12,"Tmp_18_21_Nut0.75",21,0.75,1.03305551554945,0.303618224881367,"Colpidium_Paramecium_Spirostomum","CPS",3
"8068",12,"Tmp_22_25_Nut0.01",25,0.01,1.12860745413329,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8069",12,"Tmp_22_25_Nut0.35",25,0.35,1.16538086184455,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8070",12,"Tmp_22_25_Nut0.75",25,0.75,1.16771298344492,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8071",12,"Tmp_25_28_Nut0.01",28,0.01,1.32369916945899,0.193325346213986,"Colpidium_Paramecium_Spirostomum","CPS",3
"8072",12,"Tmp_25_28_Nut0.35",28,0.35,1.5428374096363,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8073",12,"Tmp_25_28_Nut0.75",28,0.75,1.81335071818294,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8074",13,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8075",13,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8076",13,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8077",13,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8078",13,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8079",13,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8080",13,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8081",13,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8082",13,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8083",14,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8084",14,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8085",14,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8086",14,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8087",14,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8088",14,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8089",14,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8090",14,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8091",14,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8092",15,"Tmp_18_21_Nut0.01",18,0.01,1.04505808844971,0.615353399384455,"Colpidium_Paramecium_Spirostomum","CPS",3
"8093",15,"Tmp_18_21_Nut0.35",18,0.35,1.01890258381855,0.182728067231945,"Colpidium_Paramecium_Spirostomum","CPS",3
"8094",15,"Tmp_18_21_Nut0.75",18,0.75,1.00794784264087,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8095",15,"Tmp_22_25_Nut0.01",22,0.01,1.09784783122872,0.00800554243409014,"Colpidium_Paramecium_Spirostomum","CPS",3
"8096",15,"Tmp_22_25_Nut0.35",22,0.35,1.01624855953718,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8097",15,"Tmp_22_25_Nut0.75",22,0.75,1.0392821075173,0.124779772729668,"Colpidium_Paramecium_Spirostomum","CPS",3
"8098",15,"Tmp_25_28_Nut0.01",25,0.01,1.12860745413329,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8099",15,"Tmp_25_28_Nut0.35",25,0.35,1.16538086184455,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8100",15,"Tmp_25_28_Nut0.75",25,0.75,1.16771298344492,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8101",16,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8102",16,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8103",16,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8104",16,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8105",16,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8106",16,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8107",16,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8108",16,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8109",16,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8110",17,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8111",17,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8112",17,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8113",17,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8114",17,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8115",17,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8116",17,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8117",17,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8118",17,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8119",18,"Tmp_18_21_Nut0.01",21,0.01,1.05745431242317,0.00700459723224828,"Colpidium_Paramecium_Spirostomum","CPS",3
"8120",18,"Tmp_18_21_Nut0.35",21,0.35,1.00113948707524,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8121",18,"Tmp_18_21_Nut0.75",21,0.75,1.03305551554945,0.303618224881367,"Colpidium_Paramecium_Spirostomum","CPS",3
"8122",18,"Tmp_22_25_Nut0.01",25,0.01,1.12860745413329,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8123",18,"Tmp_22_25_Nut0.35",25,0.35,1.16538086184455,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8124",18,"Tmp_22_25_Nut0.75",25,0.75,1.16771298344492,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8125",18,"Tmp_25_28_Nut0.01",28,0.01,1.32369916945899,0.193325346213986,"Colpidium_Paramecium_Spirostomum","CPS",3
"8126",18,"Tmp_25_28_Nut0.35",28,0.35,1.5428374096363,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8127",18,"Tmp_25_28_Nut0.75",28,0.75,1.81335071818294,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8128",19,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8129",19,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8130",19,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8131",19,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8132",19,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8133",19,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8134",19,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8135",19,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8136",19,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8137",20,"Tmp_18_21_Nut0.01",18,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8138",20,"Tmp_18_21_Nut0.35",18,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8139",20,"Tmp_18_21_Nut0.75",18,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8140",20,"Tmp_22_25_Nut0.01",22,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8141",20,"Tmp_22_25_Nut0.35",22,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8142",20,"Tmp_22_25_Nut0.75",22,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8143",20,"Tmp_25_28_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8144",20,"Tmp_25_28_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8145",20,"Tmp_25_28_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8146",21,"Tmp_18_21_Nut0.01",18,0.01,1.04505808844971,0.615353399384455,"Colpidium_Paramecium_Spirostomum","CPS",3
"8147",21,"Tmp_18_21_Nut0.35",18,0.35,1.01890258381855,0.182728067231945,"Colpidium_Paramecium_Spirostomum","CPS",3
"8148",21,"Tmp_18_21_Nut0.75",18,0.75,1.00794784264087,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8149",21,"Tmp_22_25_Nut0.01",22,0.01,1.09784783122872,0.00800554243409014,"Colpidium_Paramecium_Spirostomum","CPS",3
"8150",21,"Tmp_22_25_Nut0.35",22,0.35,1.01624855953718,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8151",21,"Tmp_22_25_Nut0.75",22,0.75,1.0392821075173,0.124779772729668,"Colpidium_Paramecium_Spirostomum","CPS",3
"8152",21,"Tmp_25_28_Nut0.01",25,0.01,1.12860745413329,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8153",21,"Tmp_25_28_Nut0.35",25,0.35,1.16538086184455,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8154",21,"Tmp_25_28_Nut0.75",25,0.75,1.16771298344492,0,"Colpidium_Paramecium_Spirostomum","CPS",3
"8155",22,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8156",22,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8157",22,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8158",22,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8159",22,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8160",22,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8161",22,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8162",22,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8163",22,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8164",23,"Tmp_18_21_Nut0.01",21,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8165",23,"Tmp_18_21_Nut0.35",21,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8166",23,"Tmp_18_21_Nut0.75",21,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8167",23,"Tmp_22_25_Nut0.01",25,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8168",23,"Tmp_22_25_Nut0.35",25,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8169",23,"Tmp_22_25_Nut0.75",25,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8170",23,"Tmp_25_28_Nut0.01",28,0.01,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8171",23,"Tmp_25_28_Nut0.35",28,0.35,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8172",23,"Tmp_25_28_Nut0.75",28,0.75,0,NA,"Colpidium_Paramecium_Spirostomum","CPS",3
"8173",24,"Tmp_18_21_Nut0.01",21,0.01,1.05745431242317,0.00700459723224828,"Colpidium_Paramecium_Spirostomum","CPS",3
"8174",24,"Tmp_18_21_Nut0.35",21,0.35,1.00113948707524,0,"Colpidium_Paramecium_Spirostomum","CPS",3
